index,product,category,sub_category,brand,sale_price,market_price,type,rating_clean,description,sale_price_original,sale_price_capped,discount_pct
5005,Borosilicate Tempered Glass Mixing Bowl,"Kitchen, Garden & Pets",Crockery & Cutlery,LaOpala,325.0,325.0,Glassware,5.0,"It is made of high quality tempered borosilicate glass and is guaranteed to withstand temperatures of up to 350-degree centigrade. It can be safely used in the microwave, oven, fridge, freezer and dishwasher. Unlike plastic and melamine will not leech chemicals into your food even over repeated usage. The non-porous glass will not absorb stains or odours.",325.0,325.0,0.0
5006,Universal Hooks - Square In Color White,"Kitchen, Garden & Pets",Storage & Accessories,Fackelmann,199.0,199.0,Wall Hooks & Hangers,2.5,"High quality back glue for duarble adhesion on tiles, glass, laminate etc.",199.0,199.0,0.0
5024,"Steel Deep Dabba/Storage Container  - No. 13, Diamond","Kitchen, Garden & Pets",Steel Utensils,BB Home,299.0,389.0,Steel Storage Containers,4.1,"BB Home Canister/Container Deep Dabba is a long cylindrical-shaped storage container, made of fine quality stainless steel that is durable and ideal for storing grains, snacks and other edibles. They are easy to clean and maintain. They add a great addition to your modular kitchen.",299.0,299.0,23.13624678663239
5038,Tomato Knife - Swift,"Kitchen, Garden & Pets",Kitchen Accessories,Anjali,60.0,75.0,Knives & Peelers,4.0,Anjali tomato slicer knife is made of stainless steel with a 210 mm thick blade and the serrated blade easily and neatly cuts thin skinned vegetables.,60.0,60.0,20.0
5046,Flea & Tick Shampoo,"Kitchen, Garden & Pets",Pet Food & Accessories,Wahl,350.0,350.0,Pet Cleaning & Grooming,4.3,"This is a Vegetarian product. Rosemary and Mint. Flea and tick defence. Plant derived
Wahls flea and tick defence formula shampoo naturally repels fleas and ticks for up to one week without the sue of toxic chemicals.",350.0,350.0,0.0
5048,100% Melamine Noodle Bowl - Red,"Kitchen, Garden & Pets",Crockery & Cutlery,Iveo ,129.0,164.0,Plates & Bowls,4.3,This bowl is apt for snack time. The bowl is manufactured using high-quality melamine that is durable and lightweight. The bowl has good depth and can be used to serve semi-liquid or semi-solid food also. Add these bowls in your kitchen cupboard to improve your collection.,129.0,129.0,21.341463414634145
5061,Marvel Avengers Kids Plastic Lunch Box With Detachable Steel Tray,"Kitchen, Garden & Pets",Storage & Accessories,Hm International,399.0,399.0,Lunch Boxes,3.9,"This plastic lunch box is made of high-quality stainless steel inside. It is 100% BPA-free and food grade. It has a 4 side lock and lock style insulated hot case airtight lunch box, with a small chutney container. It is microwave safe and dishwasher safe. Wash thoroughly before first use.",399.0,399.0,0.0
5077,Water/Juice Glass - Lyra Diamond,"Kitchen, Garden & Pets",Crockery & Cutlery,Lyra,969.0,1490.0,Glassware,3.7,"Enjoy your drinks for long in the company of your best buddies. Served in these attractive Lyra Diamond Drink Glasses, the art of drinking takes on a new dimension altogether. Featuring an interesting form factor, these attractive glasses may also be used to serve a wide variety of non-alcoholic drinks as well from fruits and vegetable juices to lemonades and cocktails.",969.0,969.0,34.966442953020135
5078,"Plastic Snacker Round Container - Big, Brown","Kitchen, Garden & Pets",Storage & Accessories,Flair,69.0,125.0,Containers Sets,3.9,"Date on the lid to mark the storage date,
Leakproof, Odourless & 100% food-grade,
Translucent durable body,
Microwavable without a lid,
Great food savers,
Easy to clean,
Superfood ideas to store: Dry fruits, Mithais, cheese, butter",69.0,69.0,44.8
5084,"Smart LED Bulb - 7 Watt, Wi-Fi Enabled, Multicolour (SSK-SMW 7W)","Kitchen, Garden & Pets",Appliances & Electricals,Syska,499.0,1799.0,CFL & Led Bulbs,3.1,"Too lazy to turn on or turn off your light? Syska Smart Bulb has got your back. It comes equipped with features such as Voice Control and Wi-Fi Compatibility so that you can control the light with just your voice. Wifi-enabled, With the alarm clock feature in this smart bulb, you can easily set daily schedules. Syska smart bulb works perfectly well with any Wi-Fi router without a need for a separate hub or paid subscription service. Your existing Wi-Fi is enough (2.4 GHz only). It works well with a wireless connection. It has 16 million colour options as it offers you 16 million shades and different tones to make any occasion extra special and allow to change colours as per your mood.Supported OS: Android 4.3 and above, iOS 6 and above.",499.0,499.0,72.26236798221234
5087,Melamine Leaf Snack Set - Emerald,"Kitchen, Garden & Pets",Crockery & Cutlery,Superware,299.0,399.0,Plates & Bowls,1.8,"Made of 100% food-grade melamine and food contact grade colour, this serving crockery is heat resistant up to a temp of 140º C. It is resistant to breaking, cracking & chipping. Stain-proof, it comes with long-lasting designs. It has a glazed finish that makes it aesthetically pleasing. This serving crockery is safe for dishwasher use.",299.0,299.0,25.062656641604008
5095,"Stainless Steel Lunch Box/Tiffin Set - Blue, BB 577 1","Kitchen, Garden & Pets",Steel Utensils,Tedemei,829.0,995.0,Lunch Boxes,3.3,"Easily pack lunch for your loved ones with this large blue-white lunch box by Tedemei. Made of high-quality stainless steel on the inside, the lunch box is sturdy, durable, and easy to clean. On the outside, the box is made of high-quality plastic. The lunch box is airtight which helps in keeping the food fresh for long. With three layers, the box allows packing different food items separately. The lunch box features a sleek handle design making it easy to open and close the lid as well as carry it. The box has a catchy design which makes it an excellent gifting item as well.",829.0,829.0,16.683417085427134
5099,Orchid Coffee/Milk Mug - Happiness Is Wonderful Friends,"Kitchen, Garden & Pets",Crockery & Cutlery,Claycraft,139.0,199.0,"Cups, Mugs & Tumblers",4.2,"Claycraft Milk Mug is the perfect combination of classy and chic which is ideal for relishing a cup of hot chocolate or to simply enjoy some warm milk with cookies. They are also ideal to be used at home on a daily basis to enjoy your favourite hot beverage like tea or coffee. They have all the salient features found in every Claycraft product like, strength, lightweight, 100% hygienic and food-grade material, which are freezer and dishwasher safe. They are also non-porous which helps absorb stains and odours while being bone ash-free. These mugs are made of 100% vegetarian material, which is chip-resistant, and are easy to carry, durable, and beautifully designed. They also make a great gifting option.",139.0,139.0,30.15075376884422
5100,Stainless Steel Storage Lunch Container - Rainbow,"Kitchen, Garden & Pets",Steel Utensils,Ramson,179.0,399.0,Steel Storage Containers,5.0,"Add a dash of style to your kitchen with these distinctly designed food containers. Ramson storage containers are designed to give you a clean and classy look when placed on your kitchen shelf and they are extremely easy to maintain. These are ideal for gifting purposes because it's made from stainless steel, it won't absorb odours and the air-tight plastic lid prevents any moisture; it is also dishwasher-safe.",179.0,179.0,55.13784461152882
5105,"LED Bulb - 9 Watt,  Cool Day Light, Base B22D","Kitchen, Garden & Pets",Appliances & Electricals,Eveready,88.0,150.0,CFL & Led Bulbs,4.0,"Eveready presents their bright range of LED bulbs that will never keep you in the dark and will surely light up your life. Illuminate your home or office with these energy-efficient LED bulbs to suit your room size and decor. Take a break and enjoy the stream of instant bright light pouring down by the LED bulbs.
LED technology today is the preferred lighting solution for homes and offices. Eveready offers light for every room. Its varied range of lighting products helps you to retain the coziness and character of the room. The slim LED Panel lighting models offer a much more modern look than traditional fluorescent lighting.",88.0,88.0,41.333333333333336
5115,SS Delite Container No.3,"Kitchen, Garden & Pets",Steel Utensils,Neelam,150.0,150.0,Steel Storage Containers,3.7,Neelam presents this high quality stainless steel utensils which will add ease and comfort to your kitchen chores. The brand has been at the cutting edge of technology and innovation offering both style . This one is made from high grade steel and is high in quality and durability.,150.0,150.0,0.0
5125,Nylon with White PVC Handle - Long Head Sliced Turner,"Kitchen, Garden & Pets",Kitchen Accessories,Fackelmann,185.0,199.0,"Strainer, Ladle, Spatula",4.2,"Fackelmann products are extremely durable material makes it resistant to high heat and usage levels. Made to use every day for your meal preparations. It is anti-rust and extremely durable, ideal for households that cook regularly.",185.0,185.0,7.035175879396985
5136,Oatmeal Shampoo,"Kitchen, Garden & Pets",Pet Food & Accessories,Wahl,850.0,850.0,Pet Cleaning & Grooming,4.3,"Wahls oatmeal shampoo contains oatmeal, coconut, lime, aloe & lemon verbena to soothe dry itchy, irritated skin, alcohol free and paraben-free, pet-friendly formula. Natural plant-based ingredients make Wahl's shampoo the choice for owners who want to avoid harsh chemicals for both their dog and themselves. Up to 3 ounces and 5% more surfactants than leading brands",850.0,850.0,0.0
5178,Steel Masala Dabba/Spice Container - No. 11,"Kitchen, Garden & Pets",Steel Utensils,BB Home,449.0,619.0,Steel Storage Containers,4.2,"BB Home Masala Dabba/Container is used for storing spices, mukhwaas, dry fruits etc. It has small compartments to segregate the different condiments that you use for cooking. Made of high-quality stainless steel, it is rust-proof, durable for daily use and provides us with a great storage utensil, preventing decay or damage of any sort.",449.0,449.0,27.46365105008077
5187,Premium Iron Organizer With Iron Table Holder - White,"Kitchen, Garden & Pets",Storage & Accessories,Ciplaplast,349.0,365.0,Cloth Dryer & Iron Table,1.0,"The Deluxe Iron and Board Holder holds your ironing board and iron in a single, convenient rack. This rack is big enough for most irons and holds ironing boards securely. The ironing rack is easy to install and saves floor space by storing your ironing board vertically. It acts as a replacement for your worn out ironing table top cover.",349.0,349.0,4.383561643835616
5192,Vegetable-Fruit String Chopper/Cutter - PVC 7.0 (43054),"Kitchen, Garden & Pets",Kitchen Accessories,Prestige,275.0,595.0,Choppers & Graters,2.8,"This chopper is designed with sharp stainless steel blades and anti-skid base. Designed for fast and perfect chopping, safe, it comes with a comfortable soft-grip lid, easy pull cord, large handle for easy leverage. Whether you want to prepare an amazing salad with assorted veggies or make a delicious vegetable recipe, this Handy Vegetable Chopper is the ideal kitchen gadget. Control the size by just controlling the number of pulls and an-slip silicone support in base. It comes with three stainless-steel blades that can cut everything from fruits to vegetables with ease. Shatterproof abs food grade plastic & ergonomic conical design to give the best possible chop.
It is easy to clean. Blades, bowl and storage lid are top-rack dishwasher safe. Components come apart for easy cleaning. Powerful & versatile, just put all the ingredients into the container at once and pull a few times to chop everything from onions and garlic to fruits and vegetables in just a few seconds. An-slip silicone support in the base and a reliable prestige warranty.",275.0,275.0,53.78151260504202
5196,"Aqua Stainless Steel Bottle With Steel Cap - Purple, PXP 1003 DV","Kitchen, Garden & Pets",Storage & Accessories,BB Home,249.0,495.0,Water & Fridge Bottles,3.9,"Now free your environment, and yourself from the unhealthy plastic bottles and get a healthier one-time product for all your needs. These high-grade stainless steel bottles are here to enhance your dining and travelling experience, saving you from the negative effects of plastic. The single-walled steel bottles are perfect add-ons to your kitchen collection if you are looking for light-weighed, durable, classy looking product. The bottle comes with sipper & wide mouth steel cap, catering to double usage. Be it going to the gym, or sending it with the kids to school, the colourful sipper can always make it a very convenient, handy and more importantly a style-statement product. You can take it to the office or just keep on the dinner table. Open the wide mouth lid and use at ease. The bottles come with the major USP of inter-changeable lid facility. Now you can make the same steel cap bottle as a sipper bottle by just interchanging the lids. Hence, get 2 of two-in-one featured bottles of same model and capacities and get the best of both, with a variety of colours!",249.0,249.0,49.696969696969695
5197,Non-Adhesive Plastic Multi-Purpose Hook Set for Walls,"Kitchen, Garden & Pets",Storage & Accessories,KM,189.0,250.0,Wall Hooks & Hangers,4.5,"This simple wall hanging hook stand adheres to tiles, glass, stainless steel and wood surfaces, making it a multipurpose tool for hanging cups, towels, clothes, utensils and various other household items. The stand has 5 uniformly spaced plastic hooks with double lined stainless steel hook tips which gives it a strong, durable holding capacity. They are ideal for being hung in kitchens and bathrooms, and each hook can take up to 2 kg of weight, which is sufficient for many daily-use items. The product can only be returned if it is not used and is in its packed condition.",189.0,189.0,24.4
5199,"Water Bottle - Stainless Steel, Blue, BB 511 1","Kitchen, Garden & Pets",Storage & Accessories,DP,259.0,470.0,Water & Fridge Bottles,3.9,"This blue coloured water bottle, made of stainless steel, is specially designed with a vacuum seal that prevents leakage. It is durable and lightweight. The slim design fits into most standard auto-cup holders, making it perfect for long car rides and bags. The wide mouth of the bottle helps easy filling and also fits ice cubes.",259.0,259.0,44.8936170212766
5200,Stainless Steel Induction Base Sauce Pan - Regular,"Kitchen, Garden & Pets",Cookware & Non Stick,Vinod,299.0,330.0,Tawa & Sauce Pan,3.6,"Vinod Introduce 18/8 Stainless Steel Induction Friendly,Ultra Hygienic Pressure Cooker With Long Durable Food Gradable Silicon Gasket.",299.0,299.0,9.393939393939393
5217,"Oral Care Dentastix 5-10 kg Dogs, 440 g + Chicken Chunks (Puppy) 80 g 15 Packs","Kitchen, Garden & Pets",Pet Food & Accessories,Pedigree,911.88,980.0,Pet Meals & Treats,4.3,"Did you know that 4 out of 5 dogs over the age of three suffer from gum disease? But thank god there is Pedigree Dentastix. Dentastix is an effective daily dental care dog treat for your pet dog that is scientifically proven to help reduce tartar build-up in your dog's teeth by up to 80%. Helpful in keeping your dog's teeth and gums strong and healthy, just one stick of Dentastix a day is enough to keep your dog's mouth clean. The unique x-shape and abrasive texture of Dentastix aid cleaning between teeth and down to the gum line when fed daily as part of an oral care routine similar to humans.Pedigree Dentastix is completely digestible and has no residue, so it can be served as a tasty dog treat with actual dental benefits. Pedigree dog treats are suited for all puppy breeds from Pugs, Beagle to Labrador, Golden Retriever & German shepherd.Pedigree Gravy is a nutritious and balanced food for your pet dog. Made with high-quality ingredients, Pedigree provides dogs with the 5 Signs of Good Health, healthy skin and coat, strong bones and teeth, healthy digestive system, strong muscles and a stronger immune system. Containing a higher moisture content, Pedigree gravy food pouches are ideal to keep your pooch hydrated and energetic. It can be mixed with any meal, Pedigree dry food or home-cooked food, to enhance taste and improve moisture-content. Pedigree dog food is suited for all dog breeds from Pugs, Beagle to Labrador, Golden Retriever & German shepherd.",911.88,911.88,6.951020408163265
5223,"Glass Bottle With Plastic Outer - Green, BB1314","Kitchen, Garden & Pets",Storage & Accessories,DP,179.0,329.0,Water & Fridge Bottles,3.9,"Drink water or any other beverage conveniently in this stunning bottle. The trendy design of the bottle is made using high-quality plastic, whereas, the inner part is composed of glass to keep your drink chilled or hot. The wide mouth allows easy drinking without spilling; while the sleek design fits easily anywhere in the bag.",179.0,179.0,45.59270516717325
5234,Secret Garden Katori Set,"Kitchen, Garden & Pets",Crockery & Cutlery,Corelle,1459.0,1770.0,Plates & Bowls,1.0,"It is made of patented vitrelle 3 layer glass, space saving, non-porous. It is break, crack & chip resistant. It is stackable and lightweight. It is stain resistant. The special application method fuses the patterns into the base glass. The designs are therefore long lasting and will not fade, even after years of use. It has a white base with a green leaf pattern on its sides.",1459.0,1459.0,17.570621468926554
5243,Nirosta Super Scissors With Opener (21cm),"Kitchen, Garden & Pets",Kitchen Accessories,Fackelmann,185.0,199.0,Kitchen Tools & Other Accessories,3.5,"Fackelmann products are extremely durable material makes it resistant to high heat and usage levels. Made to use every day for your meal preparations. It is anti-rust and extremely durable, ideal for households that cook regularly.",185.0,185.0,7.035175879396985
5256,Hareli Kitchen Jar,"Kitchen, Garden & Pets",Crockery & Cutlery,Pasabahce,519.0,639.0,Glassware,4.0,"These Pasabahce glass jars are made from high-quality glass raw material. The capacity of these jars is 2640 ml each. These are airtight in nature & featured with 100% clarity, extra strong, heavy bottom, freezer safe, no sharp edges, no wobbling, odorless & also dishwasher safe. These are ideal for storing snacks, pulses & other food articles.",519.0,519.0,18.77934272300469
5270,"Combo - Non-Stick Flat Tawa & Kadai, Red","Kitchen, Garden & Pets",Cookware & Non Stick,Nirlon,599.0,1049.0,Tawa & Sauce Pan,3.5,"It is a versatile and non-stick flat tawa and kadhai combo. Perfect for everyday usage where you can add minimum oil and butter to ensure healthy cooking. The Nirlon non-stick tawa and kadhai coated allow hassle-free and efficient cooking, saving you time and energy. Being scratch and corrosion-resistant makes it very easy to wash and maintain. It comes with a bakelite handle. It can be used for gas stove.",599.0,599.0,42.89799809342231
5290,Dome & Service Bowl - Midi Patisserie,"Kitchen, Garden & Pets",Crockery & Cutlery,Pasabahce,479.0,600.0,Glassware,4.0,These Pasabahce Midi Patisserie are made from high quality glass materials. These sets come with a dome & a serving bowl. These are ideal for storing foods & serving fresh.,479.0,479.0,20.166666666666664
5299,"Water Bottle - Assorted Colour, Flip Top, Tesero Mars","Kitchen, Garden & Pets",Storage & Accessories,Pearlpet,229.0,354.0,Water & Fridge Bottles,3.3,"Pearlpet zing square water bottle series is made of high quality PET material that is ideal for storing water in the fridge or for keeping it accessible for drinking, whenever required. The bottle has a narrow mouth, which is unbreakable and safe for children. This versatile and virtually liquid-tight bottle makes storing cold beverages at home or outdoors easy. Ergonomically-designed, lightweight and compact. Bottle fits snugly in the refrigerator door pocket.",229.0,229.0,35.31073446327684
5317,Magic Seal Round Storage Plastic Container - Royal Red,"Kitchen, Garden & Pets",Storage & Accessories,Polyset,99.0,155.0,Containers Sets,1.0,"Polyset Magic Seal is Modular Series is designed keeping in mind ergonomics and convenience of use. These BPA free modular containers are available in multiple heights, size and shape which can be used to store food items and yet maximise shelf space, giving your kitchen a modern and stylish look with these stackable smart, airtight, microwave-safe container.",99.0,99.0,36.12903225806451
5325,Mini Plastic Lunch Box,"Kitchen, Garden & Pets",Storage & Accessories,Swastik,139.0,149.0,Lunch Boxes,2.8,"Swastik Mini lunch box is made with virgin plastic. Designed with high-quality material, it is easy to clean and maintain. This lunch box is convenient for food storage. The airtight and liquid-tight lunch box ensures that your little one will have a proper meal even when he is away from home. It is ideal for school and outdoor trips.",139.0,139.0,6.711409395973154
5333,Steel Storage Container/Puri Dabba - No.11,"Kitchen, Garden & Pets",Steel Utensils,BB Home,229.0,329.0,Steel Storage Containers,4.3,"BB Home Puri Dabba/Container is used for storage of food and carrying it as a tiffin to work, school etc. Made of high-quality stainless steel. it is rust-proof, durable for daily use and provides as a great storage utensil, preventing decay or damage of any sort to your food.",229.0,229.0,30.3951367781155
5336,Naturally Grown - Italian Basil Seeds,"Kitchen, Garden & Pets",Gardening,Eco,60.0,60.0,Seeds & Sapling,3.9,Naturally Grown Italian Basil Seeds Which Have Been Produced With Out Any Chemicals And Are Not Coated With Pesticides. Developed At Vmsrf,60.0,60.0,0.0
5349,Marvel Spiderman Sipper Plastic Kids Water Bottle With Neck Strap,"Kitchen, Garden & Pets",Storage & Accessories,Hm International,249.0,249.0,Lunch Boxes,4.0,Give a bright start to your juniors day with this easy push button design cartoon character Sipper Plastic Water Bottle. Recharge and quench your kid's thirst on the move with this short and sweet cartoon character inspired sipper. It features a push-button opening lid that gives way to a sipper for the spill and germ-free sipping. It is wide-mouthed for easy cleaning and filling and comes with an adjustable strap for carrying convenience.,249.0,249.0,0.0
5362,"Skimmer Jhara - Large, Silicon Handle, Red","Kitchen, Garden & Pets",Kitchen Accessories,H&B,169.0,299.0,"Strainer, Ladle, Spatula",3.8,Nylon round skimmer is ideal to use with non-stick cookware to fry and cook food of your choice. It does not scratch the surface of any cookware and the non-slip handle always remains cool which facilitates cooking without the need for a spoon rest. It can resist heat upto 240 degree centigrade. The product can only be returned if it is not used and is in its packed condition.,169.0,169.0,43.47826086956522
5365,"Diamond Lock Round Plastic Container - Square, Printed, Assorted Colour","Kitchen, Garden & Pets",Storage & Accessories,JOYO,149.0,294.0,Containers Sets,3.4,These plastic containers can be used to store a variety of food products. The base has a distinguished checked design and the lids in assorted colours. They are available at highly economical prices.,149.0,149.0,49.31972789115646
5370,"Steel Spoon - Medium, Classic Jazz Series, BBCL12","Kitchen, Garden & Pets",Crockery & Cutlery,BB Home,129.0,219.0,"Cutlery, Spoon & Fork",4.0,BB Home provides fine and classy cutlery that can make a difference to your dining experience. These cutleries are made from 100% food-grade stainless steel. These cutleries have thick stem for durability and smooth edges for safety. The range suits both basic and formal table settings.,129.0,129.0,41.0958904109589
5377,Steel Lunch/Tiffin Box With 3 Containers - 7X3,"Kitchen, Garden & Pets",Steel Utensils,BB Home,229.0,399.0,Steel Lunch Boxes,3.7,"BB Home SS Lunch box keeps food fresh for hours, it's superior quality keeps the food locked and protected against decay. It's easy to carry and comes with 3 mini container sets.Ideal for office executives and school going kids. This container helps promote a healthy lifestyle by avoiding plastic and in turn saving the environment.",229.0,229.0,42.606516290726816
5381,Chai/Stainless Steel Tumbler Lassi Da Gilaas,"Kitchen, Garden & Pets",Crockery & Cutlery,Hot Muggs,195.0,195.0,"Cups, Mugs & Tumblers",4.0,"This Lovely Lassi Gilaas (tumbler) in stainless steel with dhaaba kind of graffiti. The permanent and fade-proof design on the stainless steel tumbler with the lovely graffiti design with quotes like Malai Maar Ke, Made In India, India Jeetega and more.",195.0,195.0,0.0
5396,Chai/100% Melamine Water/Juice Tumbler - Black,"Kitchen, Garden & Pets",Crockery & Cutlery,Iveo ,149.0,192.0,"Cups, Mugs & Tumblers",3.7,"This tumbler set is 100% food grade. Made from melamine, it is hygienic and odourless. It has a glazed finish. These glasses can be used for multiple purposes. It looks elegant and stylish at the same time.",149.0,149.0,22.395833333333336
5409,"Steel Dal/Gravy Basting Spoon - Big, Premium Gem Series, BBKT22","Kitchen, Garden & Pets",Kitchen Accessories,BB Home,129.0,199.0,"Strainer, Ladle, Spatula",4.7,BB Home provides fine and classy cooking and serving tools that can make a difference to your kitchen experience. These cooking/serving tools are made from 100% food-grade stainless steel. The handle is designed in a way so it does not feel heavy while cooking/serving. It is easy to store as it has a bottom hole on the handle to hang it on the wall.,129.0,129.0,35.175879396984925
5410,"Cutlery Holder/Stand - Dark Brown, Fantasy, 24270-DB","Kitchen, Garden & Pets",Storage & Accessories,Ratan,59.0,75.0,Racks & Holders,4.6,Use this cutlery stand to keep your favourite cutlery neatly arranged for an exotic dining experience. These are made of high-quality food grade plastic.,59.0,59.0,21.333333333333336
5429,"Steel Bowl/Vati/Katori - No. 3.5, Chutney","Kitchen, Garden & Pets",Steel Utensils,BB Home,59.0,129.0,Bowls & Vessels,3.7,BB Home Chutney Bowl can be used to serve all sorts of homemade chutneys and sauces with ease to accompany your homemade spicy Indian meal. It is made from high-quality steel and this set of four steel bowls is a must-have for your home and for small servings.,59.0,59.0,54.26356589147287
5433,Baking Cupcake Paper Moulds - Multicoloured Teddy Bear BB101_5,"Kitchen, Garden & Pets",Bakeware,DP,69.0,140.0,"Bakeware Moulds, Cutters",3.7,"When baking cupcakes for your loved ones, make them feel special and delighted by presenting the cupcakes in these pretty cupcake moulds. These are made using high-quality paper for a lightweight feel and are durable too. The teddy print over it makes them look more enchanting and alluring. It is a pack of 100.",69.0,69.0,50.71428571428571
5436,Mini Plastic Lunch Box,"Kitchen, Garden & Pets",Storage & Accessories,Swastik,139.0,149.0,Lunch Boxes,2.8,"Swastik Mini lunch box is made with virgin plastic. Designed with high-quality material, it is easy to clean and maintain. This lunch box is convenient for food storage. The airtight and liquid-tight lunch box ensures that your little one will have a proper meal even when he is away from home. It is ideal for school and outdoor trips.",139.0,139.0,6.711409395973154
5445,"Casserole - Round, With Microwavable Lid, Borosilicate","Kitchen, Garden & Pets",Crockery & Cutlery,Treo,539.0,655.0,Glassware,4.2,"Treo by Milton is synonymous with elegant and utilitarian glassware, handpicked from the worlds finest furnaces. Created with the perfect cuts to suit Indian tastes, these glass items are made to keep your guests talking while being functional additions to your home. Treo has the largest assortment of storage products for all needs. From stylish bottles in various shapes to suit your style to a large variety of fridge containers, jars and canisters - we have it all! Your kitchen and fridge will never look the same again! Here's promising your the best of times every day! Serving good food and drinks with finesse is an art befitting a connoisseur. Delight your guests and family with the largest range of dinnerware, jugs, bowl and an extraordinary range of tumblers and mugs. Live the good life every day with the beautiful assortment of Treo serve-ware. Explore our vast range of cookware sourced from the finest furnaces across the world. From die-cast non-stick aluminium range to bakeware to 100% fire-clay cookware, we have it all and more. Cooking will never be the same again! Live the good life every day where cooking becomes a delight with the beautiful yet functional products from Treo.",539.0,539.0,17.709923664122137
5467,"Steel Oil Dispenser/Can/Bottle, 500ml","Kitchen, Garden & Pets",Steel Utensils,BB Home,299.0,449.0,Steel Storage Containers,3.7,"BB Home Steel Oil Dispenser is made of high-quality Steel. It is ideal to store oil, which makes pouring of the oil easier while cooking. These dispensers have a strong body, are easy to wash and are much sturdier than the plastic dispensers.",299.0,299.0,33.4075723830735
5468,"Lunch Box Set - junior Kit-Kat, Red","Kitchen, Garden & Pets",Storage & Accessories,Swastik,59.0,83.0,Lunch Boxes,2.9,"Swastik Kit-Kat virgin plastic lunch Box comes in one box with partition in it. Designed with high quality virgin plastic material, it is easy to clean and maintain. This lunch box has two BPA free boxes which will ensure that your little one will have a proper meal even when he is away from home.",59.0,59.0,28.915662650602407
5480,"Leo Plastic Pet Water Bottle - Violet, Wide Mouth","Kitchen, Garden & Pets",Storage & Accessories,BB Home,149.0,269.0,Water & Fridge Bottles,4.7,"These BB Home pet water bottles are made of high-quality plastic which is 100% food grade and BPA free. Due to the use of virgin PET material, these bottles are having elegant shine and colour. These are the best ones to store water in the fridge or you can drink water directly from them.BB Home products are always high quality and at a very competitive price compared to other branded products in the market. So when you get the best or better than the brands available in the market at a lower cost, definitely you save money and get the best quality product for your use. Colour of the bottle physically might slightly differ from the image displayed on the website due to digital photography.",149.0,149.0,44.60966542750929
5482,"Multipurpose Cutlery Holder - Square, Off Ivory, Florina","Kitchen, Garden & Pets",Storage & Accessories,Ratan,75.0,75.0,Racks & Holders,3.9,"Use this cutlery holder to keep your favourite cutlery neatly arranged for an exotic dining experience. These are made of food grade plastic. With its different sections, you can conveniently stack your cutlery depending on its type and usages etc.",75.0,75.0,0.0
5491,Tea Spoon Set - Flair,"Kitchen, Garden & Pets",Crockery & Cutlery,Montavo,160.0,160.0,"Cutlery, Spoon & Fork",4.0,"Premium modern design in mirror finish With its charismatic elegance, it is surely to give exquisite dining experience The mirror finish of this set gives it a luxurious look. Elements of modernity gets an updated look on this cutlery. It takes your dining experience to another level altogether.",160.0,160.0,0.0
5510,Soft Drink Glass Pure Collection,"Kitchen, Garden & Pets",Crockery & Cutlery,Krosno - Europe,579.0,999.0,Glassware,4.0,"Krosno glasses have been crafted by the finest artists and designs. These glasses combine a unique design, exquisite workmanship and latest technological advancements, and are perfect to add to the sophistication and beauty of your home and bars. All of Krosno products are recognised at home and abroad for its quality, beauty, sophistication and crystal clarity.",579.0,579.0,42.04204204204204
5515,"Opalware Pudding/Dessert Set - Dazzle, Tropical Lagoon","Kitchen, Garden & Pets",Crockery & Cutlery,Cello,379.0,525.0,Plates & Bowls,4.5,"Cello Opalware has beguiling designs delicately poised between fantasy and fiction. Tableware that is infused with beauty and strength, charming dishes, gaily patterned in colourful new designs serve every purpose. This dessert set is a one-stop solution for a family of 6 to be used at home or when guests visit you. It can be used to enhance the celebration of the festivities during the festival time.",379.0,379.0,27.80952380952381
5521,Non-stick Dosa/Flat Tawa - Diamond Series,"Kitchen, Garden & Pets",Cookware & Non Stick,Anjali,419.0,585.0,Tawa & Sauce Pan,3.5,This high-quality tawa adds ease and comfort to kitchen chores. It is made from high-grade aluminium and is of good quality and assures durability. It has a PTFE Coating that is 100% non-toxic and it is also scratch & corrosion resistant.,419.0,419.0,28.37606837606837
5529,Steel Lunch Box/Tiffin Set With Bag - Klip Lock,"Kitchen, Garden & Pets",Steel Utensils,Magnus,479.0,584.0,Steel Lunch Boxes,4.0,"Magnus Lunch/Meal Box/Tiffin with Insulated Bag is made of superior quality stainless steel, leak-proof containers and compact size fit easily in briefcase schoolbag and handbag. Ideal for office executives and school going kids, these spill-proof containers keep food fresh for hours. It comes with a unique insulated bag keeps food warm for hours. All the containers are 100% leak & spill-proof. These are made of food-grade silicone used for Great performance in leak proof. The high-quality zip ensures long performance & handle for easy to carry.",479.0,479.0,17.97945205479452
5532,Maxx Pet Container - Pink,"Kitchen, Garden & Pets",Storage & Accessories,Saaj,189.0,200.0,Containers Sets,5.0,"Containers are made using high quality polypropylene material. These products ensure safety, hygiene and quality for you and your family. Do not use hot water to wash. These containers are airtight, BPA Free, Freezer Safe, unbreakable food storage container. These are suitable For - Pickle, Dryfruits, Cookies, Food, Wet and Dry food, to refrigerate food and for storing small non food products as well.",189.0,189.0,5.5
