index,product,category,sub_category,brand,sale_price,market_price,type,rating_clean,description,sale_price_original,sale_price_capped,discount_pct
4829,Banana - Poovan,Fruits & Vegetables,Fresh Fruits,Fresho,26.0,32.5,"Banana, Sapota & Papaya",3.0,"With fairly large insize and a bright, glossy, yellow colour, Poovan bananas have a powdery flesh that is highly fragrant and tasty.
We have selected the best quality Poovan Bananas for you directly from our farmers and will carefully deliver them to your doorstep.
Do not forget to check our delicious fruit recipe - https://www.bigbasket.com/cookbook/recipes/1554/peanut-butter-and-banana-sandwich/",26.0,26.0,20.0
4904,Grape Fruit - Indian,Fruits & Vegetables,Fresh Fruits,Fresho,79.0,98.75,"Kiwi, Melon, Citrus Fruit",3.0,Grapefruits are oblate fruits with yellow or pink-yellow thick skin with tart and tangy flavour but sweet.,79.0,79.0,20.0
4937,Yam - Sliced,Fruits & Vegetables,Fresh Vegetables,Fresho,27.0,33.75,Cut & Peeled Veggies,3.0,Fresho brings sliced yams to your doorstep. Now roast or boil them in a jiffy and make a meal appear on the table in a flash. Do not forget to check out our delicious recipe-https://www.bigbasket.com/cookbook/recipes/779/sindhi-kadhi/,27.0,27.0,20.0
4967,Chinese Cabbage,Fruits & Vegetables,Fresh Vegetables,Fresho,39.0,48.75,Exotic Vegetables,3.0,"A delicate, mild and sweet flavour on the tongue, Chinese cabbage, also called Chinese leaves, is an exotic variety of lettuce that has pale, tightly wrapped and succulent leaves.  Do not forget to check our delicious recipe - https://www.bigbasket.com/cookbook/recipes/248/cabbage-and-paneer-sandwich/",39.0,39.0,20.0
4986,"Beans - French, Ring",Fruits & Vegetables,Fresh Vegetables,Fresho,129.0,161.25,"Beans, Brinjals & Okra",3.0,"Thin and cylindrical in shape, French Ring beans come with plump notches that enclose the peas inside.
Peas are lime green in colour and semi starchy with sweet and grassy flavours.",129.0,129.0,20.0
5003,Aloe Vera - Organically grown,Fruits & Vegetables,Organic Fruits & Vegetables,Fresho,40.0,50.0,Organic Vegetables,3.0,"Product image shown is for representation purpose only, the actually product may vary based on season, produce & availability.",40.0,40.0,20.0
5016,Sapota - Organically Grown,Fruits & Vegetables,Organic Fruits & Vegetables,Fresho,35.0,43.75,Organic Fruits,3.0,"Brown skinned sapotas are smooth to grainy textured, musky-scented and deliciously sweet in taste. The flesh generally contains 2-3 large and inedible black seeds. Fresho sapotas are freshly plucked by our farmers who grow it organically and the best quality is delivered to you. Do not forget to check our delicious fruit recipe - https://www.bigbasket.com/cookbook/recipes/1232/summer-fruit-salad/",35.0,35.0,20.0
5039,Pumpkin - Disco,Fruits & Vegetables,Fresh Vegetables,Fresho,30.0,37.5,"Gourd, Pumpkin, Drumstick",3.0,"The pumpkins have a smooth, yellowish-orange skin with a creamish to orange coloured flesh that has a pleasant squash-like taste. Their flat, edible seeds (pepitas) are tender and mildly sweet.
Fresho is our brand of fresh fruits and vegetables which are individually handpicked every day by our experienced and technically competent buyers.
Our buying, storing and packaging processes are tailored to ensure that only the fresh, nutrient-dense, healthy and delicious produce reaches your doorstep.
We guarantee the quality of all Fresho products.If you're not satisfied with the freshness of the items, you can hand them back to our Customer Experience Executive (CEE) for a full refund.
Click here for delicious fruit recipes - https://www.bigbasket.com/flavors/collections/228/fresh-fruits/",30.0,30.0,20.0
5112,Tomato - Hybrid 1kg + Onion 1kg + Potato 1kg (Organically Grown),Fruits & Vegetables,Organic Fruits & Vegetables,Fresho,79.0,98.75,Organic Vegetables,3.0," It is organically grown and handpicked from farm  Product image shown is for representation purpose only, the actually product may vary based on season, produce & availability.",79.0,79.0,20.0
5155,Tomato - Diced,Fruits & Vegetables,Fresh Vegetables,Fresho,22.0,27.5,Cut & Peeled Veggies,3.0,do not fret about messy hands and labour time in cutting tomatoes again. We value your time and bring you uniformly diced tomatoes to your doorstep to prepare the meal in a flash.  Do not forget to check out our delicious recipe- https://www.bigbasket.com/cookbook/recipes/1475/biscuit-pizza/,22.0,22.0,20.0
5173,Carrot - Ooty,Fruits & Vegetables,Fresh Vegetables,Fresho,38.0,47.5,Root Vegetables,3.0,"A popular sweet-tasting root vegetable, Carrots are narrow and cone shaped.
They have thick, fleshy, deeply colored root, which grows underground, and feathery green leaves that emerge above the ground.
While these greens are fresh tasting and slightly bitter, the carrot roots are crunchy textured with a sweet and minty aromatic taste.
Fresho brings you the flavour and richness of the finest bright orange, crispy and juicy carrots. 
Do not forget to check our delicious recipe - https://www.bigbasket.com/cookbook/recipes/1203/carrot-or-gajar-ki-burfi/",38.0,38.0,20.0
5212,"Carrots Sliced, Broccoli Florets and Cauliflower Florets",Fruits & Vegetables,Cuts & Sprouts,Fresho,34.0,42.5,Recipe Packs,3.0,"Fresh carrot, broccoli and cauliflower, cleaned and cut into almost equal sizes. Make your cooking fun without having to waste time on cutting and peeling.
Try out this recipe at home -  https://www.bigbasket.com/flavors/collections/222/ready-to-cook-vegetable-pack-recipes/ 
 Product image shown is for representation purpose only, the actually product may vary based on season, produce & availability.",34.0,34.0,20.0
5262,Ladies Finger - Diced,Fruits & Vegetables,Fresh Vegetables,Fresho,27.0,33.75,Cut & Peeled Veggies,3.0,Fresho brings to you diced Ladies Finger with a mild and slightly grassy flavour.,27.0,27.0,20.0
5287,Potato - Organically Grown,Fruits & Vegetables,Organic Fruits & Vegetables,Fresho,29.0,36.25,Organic Vegetables,3.0,"It is organically grown and handpicked from farm  Product image shown is for representation purpose only, the actually product may vary based on season, produce & availability.",29.0,29.0,20.0
5304,Tamarind - Sweet,Fruits & Vegetables,Fresh Fruits,Fresho,99.0,123.75,Exotic Fruits,3.0,"Sweet tamarind is bean shaped with brown to clay coloured skin. Flesh inside the pod is tender, succulent and sweet.Tamarinds include small amounts of a mixture of vitamins, including vitamins A, C, E and K. Do not forget to check our delicious fruit recipe -  https://www.bigbasket.com/cookbook/recipes/642/dahi-vada/",99.0,99.0,20.0
5371,Dry Copra/Coconut,Fruits & Vegetables,Cuts & Sprouts,Fresho,60.0,75.0,Cut & Peeled Veggies,3.0,"Dry Copra/Coconut is rich in dietary fibre and it helps in having a healthy heart. It improves brain function, boosts the immune system, reduces anaemia and the risk of cancer.Product image shown is for representation purpose only, actual product may vary based on season, production and availability.",60.0,60.0,20.0
5408,Soursop,Fruits & Vegetables,Fresh Fruits,Fresho,139.0,173.75,Exotic Fruits,3.0,"Soursop fruits are dark green, ovoid and have a whitish and aromatic flesh. Since the ripe fruits taste acidic, the fruits are called as Soursop.
The white pulp is fiber rich, and has a core of indigestible black seeds. The pulp is also used to make fruit nectar, smoothies, fruit juice drinks, as well as candies, sorbets, and ice cream flavourings. Soursop inhibits the growth of cancer cells, so it is also called as the Cancer Fruit.",139.0,139.0,20.0
5519,Baby Corn - Peeled,Fruits & Vegetables,Exotic Fruits & Veggies,Fresho,23.0,52.5,Cut & Peeled Veggies,3.0,"Baby corns are small in size and handpicked before they mature. We deliver them to you fresh and peeled, so no more postponing that corn dish you wanted to make because you didn't get the time. 
 Do not forget to check our delicious recipe - https://www.bigbasket.com/cookbook/recipes/955/baby-corn-sesame-stir-fry/",23.0,23.0,56.19047619047619
5524,Muskmelon -  Netted Small,Fruits & Vegetables,Fresh Fruits,Fresho,20.6,38.75,"Kiwi, Melon, Citrus Fruit",3.0,"Having a netlike/ reticulated skin covering, its a round melon with firm, orange, moderately sweet flesh and a thin, reticulated, light-grey rind.  Do not forget to check our delicious fruit recipe - https://www.bigbasket.com/cookbook/recipes/1817/cantaloupe-juice-muskmelon-juice/",20.6,20.6,46.83870967741935
5582,Mint Leaves,Fruits & Vegetables,Fresh Vegetables,Fresho,15.0,11.25,Leafy Vegetables,3.0,"Mint leaves are tender herbs with gentle stems and have a distinct pleasant aroma, pleasing taste, cool after-sensation, and medicinal qualities.
They are best used raw or added at the end of cooking in order to maintain their delicate flavor and texture.
Do not forget to check out our delicious recipe- https://www.bigbasket.com/cookbook/recipes/810/honey-mint-lemonade/",9.0,15.0,0.0
5740,Sweet Potato - Organically Grown,Fruits & Vegetables,Organic Fruits & Vegetables,Fresho,20.0,25.0,Organic Vegetables,3.0,"Fresho Organic products are organically grown and handpicked by expert. Sweet potatoes are large, starchy, sweet-tasting root vegetables. 
Product image shown is for representation purpose only, the actual product may vary based on season, produce & availability.",20.0,20.0,20.0
5811,Sambar Onion - Peeled (Small Onion),Fruits & Vegetables,Cuts & Sprouts,Fresho,41.0,51.25,Cut & Peeled Veggies,3.0,"Also known as button onions, Sambar Onions are relatively smaller onions with mild flavour and slightly sweet taste. Fresho delivers at your doorstep freshly peeled sambar onions, making your preparations much easier and quicker because we value your time!",41.0,41.0,20.0
5952,Coccinia - Sliced,Fruits & Vegetables,Cuts & Sprouts,Fresho,23.0,28.75,Cut & Peeled Veggies,3.0,"The flesh of Coccinia is crunchy with a mild bitter after taste. Mature ones taste even sweeter. The translucent white flesh with seeds embedded turns red on ripening. They are oval to elongated with thick and light green skin. We deliver them fresh and diced, making your preparations much easier and quicker because we value your time!",23.0,23.0,20.0
5960,Ginger - Organically Grown,Fruits & Vegetables,Herbs & Seasonings,Fresho,15.0,7.5,Organic Vegetables,3.0,"Fresho Organic products are organically grown and handpicked by expert.  Product image shown is for representation purpose only, the actually product may vary based on season, produce & availability.",6.0,15.0,0.0
6049,Knol Khol - Organically Grown,Fruits & Vegetables,Fresh Vegetables,Fresho,24.0,30.0,Organic Vegetables,3.0,"Fresho Organic products are organically grown and handpicked by expert.  Product image shown is for representation purpose only, the actually product may vary based on season, produce & availability.",24.0,24.0,20.0
6102,Amla,Fruits & Vegetables,Fresh Vegetables,Fresho,40.0,50.0,Organic Vegetables,3.0,"With light-green, translucent skin, amla/Indian Gooseberries are small, round, crisp and juicy berries with a blend of sour and bitter taste. The flesh is astringent",40.0,40.0,20.0
6119,"Cucumber, Carrot & Beetroot 500g Each Salad",Fruits & Vegetables,Fresh Vegetables,Fresho,59.4,103.75,Cucumber & Capsicum,3.0,"English Cucumber is green-skinned fruit with edible seeds and smooth white flesh. Cucumbers grown to be eaten fresh (called slicers) and those intended for pickling (called pickles) are similar.  Product image shown is for representation purpose only, the actually product may vary based on season, produce & availability. Click here for delicious vegetable recipes - https://www.bigbasket.com/flavors/collections/227/fresh-vegetables/ 
 The carrot is a root vegetable long, narrow and cylindrical/ cone shaped frequently bright orange in color, and available all over the year. Obviously sweet, and crunchy, carrots are vigorous additions you can make to the vegetable list in your diet as they have numerous health benefiting nutrients such as beta-carotenes, minerals, vitamin A and anti-oxidants in ample amounts.  Product image shown is for representation purpose only, the actually product may vary based on season, produce & availability.
 Beetroot contains a unique salty-sweet flavor. It is a solid, globe shaped root vegetable characterized by dark purple skin and a typical purple flesh. It is excellent source of Vitamin C & Folate and B Vitamins and Minerals like Iron, Zinc, Manganese, Potassium and Magnesium.  Product image shown is for representation purpose only, the actually product may vary based on season, produce & availability. Click here for delicious vegetable recipes - https://www.bigbasket.com/flavors/collections/227/fresh-vegetables/",59.4,59.4,42.74698795180723
6204,Basale Leaf,Fruits & Vegetables,Fresh Vegetables,Fresho,15.0,15.0,Leafy Vegetables,3.0,"Thick, semi-succulent, heart-shaped basal leaves are fresh green coloured spinach that grows fast with its soft-stemmed vine.
Comes with a mild flavor and mucilaginous texture.
Do not forget to check our delicious recipe - https://www.bigbasket.com/cookbook/recipes/646/sausage-and-basil-penne-pasta/",12.0,15.0,0.0
6218,Kernels Peri Peri Masala,Fruits & Vegetables,Exotic Fruits & Veggies,Supa Corn,55.0,55.0,Cut & Peeled Veggies,3.0,"SUPA CORN branded sweet corn is carefully cultivated with Australian seeds using efficient techniques developed over 12 years of farming experience and research. 100% Natural Sweet Corn packed using our very unique OXY FRESHTM Technology.Product image shown is for representation purpose only, the actual product may vary based on season, produce & availability.",55.0,55.0,0.0
6362,Pineapple - Slices,Fruits & Vegetables,Fresh Fruits,Fresho,27.0,33.75,"Cut Fruit, Tender Coconut",3.0,"Fresho brings pineapple slices which will reduce your time and effort in cutting and slicing the pineapple.
It can be consumed during travels or during your breaks. These are alternatives for your snacks.
Add them to your meal to make it interesting or spice it up with a pinch of salt and masala. 
Do not forget to check our delicious fruit recipe -  https://www.bigbasket.com/cookbook/recipes/865/american-pineapple-upside-down-cake-egg-free/",27.0,27.0,20.0
6392,Zucchini - Yellow,Fruits & Vegetables,Fresh Vegetables,Fresho,50.0,62.5,Exotic Vegetables,3.0,"Yellow zucchini is a long and slightly fat vegetable, also known as squash. Yellow variant has comparatively softer flesh and tastes sweeter than the green one. Do not forget to check out our delicious recipe-
https://www.bigbasket.com/cookbook/recipes/1404/healthy-stir-fry/",50.0,50.0,20.0
6432,Colocasia,Fruits & Vegetables,Fresh Vegetables,Fresho,15.0,18.75,Root Vegetables,3.0,"A stuffy, fleshy underground root, Colocasia is also called 'Taro Root'.
It is oval/globular in shape with a hairy coating on its skin and whitish yellow flesh.",10.89,15.0,20.0
6443,Ginger - Chopped,Fruits & Vegetables,Herbs & Seasonings,Fresho,24.0,30.0,Cut & Peeled Veggies,3.0,Fresho provides you with chopped ginger which is an easy addition to a wide range of dishes to intensify the flavour.,24.0,24.0,20.0
6454,"Capsicum - Green, Organically Grown",Fruits & Vegetables,Organic Fruits & Vegetables,Fresho,15.0,15.0,Organic Vegetables,3.0,"Fresho Organic products are organically grown and handpicked by expert.  Product image shown is for representation purpose only, the actually product may vary based on season, produce & availability.",12.0,15.0,0.0
6474,Carrots - Julienne,Fruits & Vegetables,Cuts & Sprouts,Fresho,33.0,41.25,Cut & Peeled Veggies,3.0,"A popular sweet-tasting root vegetable, Carrots are long, narrow and cone shaped. They have thick, fleshy, deeply coloured root, which grows underground, with feathery green leaves that emerge above the ground. While these greens are fresh tasting and slightly bitter, the carrot roots are crunchy textured with a sweet and minty aromatic taste. We deliver these carrots fresh and uniformly sliced into thin strips called the Julienne cut. Enjoy an effortless cooking that is much convenient and quicker because we value your time!",33.0,33.0,20.0
6640,"Avocado - Imported, Medium",Fruits & Vegetables,Fresh Fruits,Fresho,260.0,336.25,Exotic Fruits,3.0,"Imported avocados come with an irresistible buttery flavour. They have a unique-textured, creamy and light green flesh with a special aroma. Avocados are also known as an alligator pear or butter fruit.  Do not forget to check our delicious fruit recipe - https://www.bigbasket.com/cookbook/recipes/2205/chatpate-green-noodles/  Ripe Avocados turn dark brown or Black in colour. Any small black spots on the fruit is due to abrasion during harvesting or handling and does not affect the quality of the fruit",260.0,260.0,22.676579925650557
6658,Beans - Broad,Fruits & Vegetables,Fresh Vegetables,Fresho,45.0,56.25,"Beans, Brinjals & Okra",3.0,"Fresh broad beans have a delicious earthy flavour that fits well with winter cooking.
They have kidney shaped curves that are tender and generally consumed with the pods. 
Do not forget to check our delicious recipe - https://www.bigbasket.com/cookbook/recipes/2176/macaroni-with-baked-beans/",45.0,45.0,20.0
6696,Dill Leaves,Fruits & Vegetables,Exotic Fruits & Veggies,Fresho,25.0,31.25,Indian & Exotic Herbs,3.0,"Green, flimsy and fernlike Dill leaves have a strong aroma. sharp tang and a spongy sugary flavour.Do not forget to check out our delicious recipe- https://www.bigbasket.com/cookbook/recipes/1793/dil-wale-pan-cake/",25.0,25.0,20.0
6814,Fresh Almonds Green,Fruits & Vegetables,Fresh Fruits,Fresho,59.5,74.38,Exotic Fruits,3.0,"With their fuzzy, green outer hull and soft jelly like skinless nut, fresh green almonds offer a complex flavor with mild floral and grass-like notes and an overall sweet-tart flavor.  Their pleasantly natural acidity and raw texture are improved by the smoothness of olive oil and the sweet-salty-spicy taste of a seasoned sea salt blend.",59.5,59.5,20.005377789728417
6999,Ridge Gourd - Sliced,Fruits & Vegetables,Fresh Vegetables,Fresho,33.0,41.25,Cut & Peeled Veggies,3.0,"Fresho delivers at your doorstep freshly sliced ridge gourds, making your preparations much easier and quicker because we value your time!",33.0,33.0,20.0
7010,Pumpkin Green - Cut,Fruits & Vegetables,Fresh Vegetables,Fresho,28.0,35.0,Cut & Peeled Veggies,3.0,"Fresho brings to you cut pumpkin green with creamish to yellow flesh and flat, edible seeds ( pepitas) inside that are tender and mildly sweet. Do not forget to check out our delicious recipe:-https://www.bigbasket.com/cookbook/recipes/2330/kaddu-ki-kheer/",28.0,28.0,20.0
7067,Coccinia - Julienne,Fruits & Vegetables,Cuts & Sprouts,Fresho,23.0,28.75,Cut & Peeled Veggies,3.0,The flesh of Coccinia is crunchy with a mild bitter after taste. Mature ones taste even sweeter. The translucent white flesh with seeds embedded turns red on ripening. They are oval to elongated with thick and light green skin. We deliver them fresh and uniformly sliced into thin strips called the Julienne cut. Enjoy an effortless cooking that is much convenient and quicker because we value your time!,23.0,23.0,20.0
7088,Grapes - Thompson Seedless,Fruits & Vegetables,Fresh Fruits,Fresho,76.0,95.0,Seasonal Fruits,3.0,"Fresho Thompson seedless grapes are superior quality, best picked grapes, which taste delicious when the colour turns to a light golden from pale green. Don't be discouraged if the grapes shake off their stems as their clusters are not firm in nature. They have a crunchy bite and a tone of sweet-tart flavour. Do not forget to check our delicious fruit recipe - https://www.bigbasket.com/cookbook/recipes/2096/fruits-mithai-and-cheese-masti/",76.0,76.0,20.0
7090,Organic Sprouts Channa Brown,Fruits & Vegetables,Cuts & Sprouts,Fresho,22.0,27.5,Fresh Salads & Sprouts,3.0,"Highly proteinaceous, brown channa sprouts with white tails taste fabulous with a grainy texture and a nutty flavour. We take very good care while growing and preparing sprouts in order to prevent contamination. Being high-fiber diet, chickpeas lower blood sugar levels in diabetic patients. It is good for bone health and heart health. It is effective for digestion and weight management. Choline in chickpeas helps with sleep, muscle movement, learning, and memory. Resent in chickpeas helps with sleep, muscle movement and memory.",22.0,22.0,20.0
7183,Jamun,Fruits & Vegetables,Exotic Fruits & Veggies,Fresho,79.0,98.75,Exotic Fruits,3.0,"Jamuns are oval, elongated and have a dark purple to black skin with a pink or white flesh. The flesh is extremely juicy and has a distinctive sweet and tart flavour with a slightly astringent aftertaste. The fruit has a hard seed which can be dried and powdered for a variety of uses. Fresho comes up with a wide variety of fruits and vegetables for you to choose better.",79.0,79.0,20.0
7242,Ridge Gourd - Organically Grown,Fruits & Vegetables,Fresh Vegetables,Fresho,40.0,50.0,Organic Vegetables,3.0,"Fresho Organic products are organically grown and handpicked by expert. Ridge Gourd is a soft and cylindrical shaped green vegetable which is extensively used in Indian cuisine. It is slightly sugary in taste. It is very rich in dietary fiber and all the vital elements like Vit-C, Zinc, Thiamin, Magnesium, Iron and Riboflavin. 
Product image shown is for representation purpose only, the actual product may vary based on season, produce & availability.",40.0,40.0,20.0
7261,"Cut Cauliflower & Broccoli, Washed",Fruits & Vegetables,Fresh Vegetables,Fresho,40.0,50.0,Recipe Packs,3.0,"Fresh broccoli and cauliflower, cleaned and cut for easy cooking. Prepare soups, toss them as a healthy starter or add them in noodles.
Try out this recipe at home -  https://www.bigbasket.com/flavors/collections/222/ready-to-cook-vegetable-pack-recipes/ 
 Product image shown is for representation purpose only, the actually product may vary based on season, produce & availability.",40.0,40.0,20.0
7329,Mango Mallika - Organically Grown,Fruits & Vegetables,Fresh Fruits,Fresho,83.0,103.75,Organic Fruits,3.0,"The Mango fruit is the National Fruit of India . The Mango is a fleshy stone fruit belonging to the genus Mangifera . Mangoes are rich invitamin A, C, and D. It is also called th King of fruits.  Product image shown is for representation purpose only, the actually product may vary based on season, produce & availability.",83.0,83.0,20.0
7418,"Pumpkin - Disco, Organically Grown",Fruits & Vegetables,Organic Fruits & Vegetables,Fresho,39.0,48.75,Organic Vegetables,3.0,"Pumpkin Disco are extremely rich in minerals like potassium and copper, making your body and the immune system strong. This tasty and nutritious vegetable can be used in various curries and fried preparations.",39.0,39.0,20.0
7490,Lettuce - Iceberg,Fruits & Vegetables,Exotic Fruits & Veggies,Fresho,32.0,40.0,Exotic Vegetables,3.0,Iceberg lettuce is a variety of lettuce with crisp leaves which grows in a spherical head resembling a cabbage. The leaves on the outside tend to be green and the leaves in the center go from pale yellow to nearly whitish as you move closer and closer to the center of the head with the sweetest leaves in the center of the head.Do not forget to check out our delicious recipe-https://www.bigbasket.com/cookbook/recipes/2277/chicken-salad/,32.0,32.0,20.0
7531,Capsicum - Purple,Fruits & Vegetables,Exotic Fruits & Veggies,Fresho,29.0,36.25,Exotic Vegetables,3.0,"Purple capsicum is more mature than yellow, red or green capsicum. It is rich in carotenoids, phytonutrients and contains almost 11 times more beta-carotene than green bell peppers as well as one and a half times more vitamin C. 3. It contains the compounds astaxanthin, lycopene which are potent antioxidants. Product image shown is for representation purpose only, the actually product may vary based on season, produce & availability",29.0,29.0,20.0
7532,Pineapple,Fruits & Vegetables,Fresh Fruits,Fresho,27.72,37.5,Apples & Pomegranate,3.0,"With the shape of a pine cone, the fruit is loosely fibrous and juicy with white to yellowish flesh.
The edible center part is firm, leathery and sweet. 
Do not forget to check our delicious fruit recipe -  https://www.bigbasket.com/cookbook/recipes/865/american-pineapple-upside-down-cake-egg-free/",27.72,27.72,26.080000000000002
7549,Dill Leaves,Fruits & Vegetables,Fresh Vegetables,Fresho,15.0,12.5,Leafy Vegetables,3.0,"Green, flimsy and fernlike Dill leaves have a strong aroma. sharp tang and a spongy sugary flavour. Dill leaves are rich in nutritional value. They help enhance digestion, prevent insomnia, manage diabetes. Regular addition of Dill leaves in your diet will help you on the long run. You can also make dill pickles and use it as a healthy accompaniment.",10.0,15.0,0.0
7623,Banana Stem - Organically Grown,Fruits & Vegetables,Fresh Vegetables,Fresho,24.0,30.0,Organic Vegetables,3.0,"Banana Stem is the fibrous stalk of the banana plant. It has high water content, fresh and crispy textured stalks with mild taste. Fresho stem grade bananas are offered in a pristine condition and are tasty and nutritious. We selectively pick stems of organically grown banana stem from the best farms.",24.0,24.0,20.0
7652,Sugar Baby Mango,Fruits & Vegetables,Fresh Fruits,Fresho,150.0,187.5,Mangoes,3.0,"Grown mostly in Tamil Nadu and Karnataka, Sugar baby mangoes are small, round and extraordinarily sweet in taste.
The pulp is buttery and contains lots of fibre.
Mango is a rich source of antioxidant and it helps to boost the immune system.
Do not forget to check our delicious fruit recipe - https://www.bigbasket.com/cookbook/recipes/406/mango-lassi/  
Calcium Carbide is not used in the ripening process of the mangoes.",150.0,150.0,20.0
7656,Bottle Gourd - Organically Grown,Fruits & Vegetables,Fresh Vegetables,Fresho,22.0,27.5,Organic Vegetables,3.0,"Fresho Organic products are organically grown and handpicked by expert.  Product image shown is for representation purpose only, the actually product may vary based on season, produce & availability.",22.0,22.0,20.0
7681,Beans Cluster - Diced,Fruits & Vegetables,Cuts & Sprouts,Fresho,25.0,31.25,Cut & Peeled Veggies,3.0,"These narrow, long beans called Cluster beans or Guar come with tiny pods and are highly nutritious. We deliver them fresh and diced, making your preparations less messy and much easy.",25.0,25.0,20.0
7856,Beans - Organically Grown,Fruits & Vegetables,Fresh Vegetables,Fresho,79.0,98.75,Organic Vegetables,3.0,"These are organically grown, hence, free from chemical residues. They are used in curries, soups, stir-fry with rice, noodles and salads.",79.0,79.0,20.0
8037,"Capsicum - Green, Organically Grown",Fruits & Vegetables,Exotic Fruits & Veggies,Fresho,15.0,15.0,Organic Vegetables,3.0,"Fresho Organic products are organically grown and handpicked by expert.  Product image shown is for representation purpose only, the actually product may vary based on season, produce & availability.",12.0,15.0,0.0
8204,Mint - Chopped,Fruits & Vegetables,Cuts & Sprouts,Fresho,24.0,30.0,Cut & Peeled Veggies,3.0,"Mint leaves are tender herbs with gentle stems and have a distinct pleasant aroma, pleasing taste, cool after-sensation and medicinal qualities. They are best used raw or added at the end of cooking in order to maintain their delicate flavor and texture. We deliver them finely chopped for your ease and convenience because we value your every minute.  Do not forget to check our delicious recipe:-
https://www.bigbasket.com/cookbook/recipes/2242/the-detox-tea/",24.0,24.0,20.0
8246,Wheat Grass - Organically Grown,Fruits & Vegetables,Organic Fruits & Vegetables,Fresho,27.0,33.75,Organic Vegetables,3.0,"The vivid green blades of Young grass sprouted from wheat seeds are long, thin and delicate being naturally sweet.  They have an earthy grass like flavor that is intensified significantly when juiced.",27.0,27.0,20.0
8260,Lemon,Fruits & Vegetables,Herbs & Seasonings,Fresho,30.0,37.5,"Lemon, Ginger & Garlic",3.0,"With a segmented flesh that has a unique pleasant aroma and a strong sour taste, lemons are round/oval and have a yellow, texturized external peel.
Do not forget to check out our delicious recipe- https://www.bigbasket.com/cookbook/recipes/142/sweet-lemon-pickle/",30.0,30.0,20.0
8276,Mango - Alphonso Badami,Fruits & Vegetables,Fresh Fruits,Fresho,169.0,211.25,Mangoes,3.0,"Badami is called Karnataka's Alphonso due to its sweet taste. It has pale yellow skin with yellowish-orange flesh. We source premium quality Badami mangoes directly from the farmers of Karnataka. These mangoes are tasty, juicy and perfectly sweet. Never miss the mangoes during the season.",169.0,169.0,20.0
8314,Cut Indian Fruit Pack,Fruits & Vegetables,Cuts & Sprouts,Fresho,47.0,58.75,Fresh Salads & Sprouts,3.0,"The Fresho Cut Indian Fruit Pack contains nicely sliced and chopped fresh Indian fruits which can be used for many dishes. Sourced from reliable growers, these fruits are first cleaned, diced and packed with utmost care so that they do not lose their nutritional value. Rich in Vitamin A and C and essential minerals, these fruits have high water content and helps to keep your body hydrated on a hot summer day.",47.0,47.0,20.0
8330,Peach - Indian,Fruits & Vegetables,Fresh Fruits,Fresho,149.0,186.25,Apples & Pomegranate,3.0,"Indian peaches are large with a red, velvety and fuzzy skin.
They have red flesh, which is tender yet firm with a sweet and sometimes slightly tart flavour.
Fresho peaches are juicy, high quality, selectively picked peaches.
Do not forget to check our delicious fruit recipe - https://www.bigbasket.com/cookbook/recipes/1295/spiced-peach-cornflakes/",149.0,149.0,20.0
8374,"Brinjal - Green Long, Organically Grown",Fruits & Vegetables,Fresh Vegetables,Fresho,31.0,38.75,Organic Vegetables,3.0,"It is organically grown and handpicked from farm  Product image shown is for representation purpose only, the actually product may vary based on season, produce & availability.",31.0,31.0,20.0
8405,Snake gourd - Diced,Fruits & Vegetables,Fresh Vegetables,Fresho,19.0,23.75,Cut & Peeled Veggies,3.0,"Fresho delivers at your doorstep freshly diced snake gourds, making your preparations much easier and quicker by saving you the hassle of peeling and dicing.",19.0,19.0,20.0
8407,Cut - Fruit Salad,Fruits & Vegetables,Cuts & Sprouts,Fresho,48.0,60.0,Fresh Salads & Sprouts,3.0,"Fresho Fruit Salad is a tasty assortment of fresh fruits, all cut & packed in our hygienic facilities where all our workers wear caps, gloves & masks. This nutritious fruit salad tray is preservative free and includes portions of: Black Grapes | Pomegranate Seeds | Sapota (Chikoo) Wedges | Pineapple Chunks | Mint Leaves. Through Fresho, bigbasket promotes healthy living by providing customers with high quality, farm-fresh fruits and vegetables. With Fresho, you will always get safe and unadulterated fruits & vegetables.",48.0,48.0,20.0
8529,Beetroot - Diced,Fruits & Vegetables,Fresh Vegetables,Fresho,26.0,32.5,Cut & Peeled Veggies,3.0,"These edible ruby red roots are smooth and bulbous. Beetroots have the highest sugar content than any other vegetable. We deliver them fresh and diced, making your preparations less messy and much easy.",26.0,26.0,20.0
8531,Muskmelon - Striped,Fruits & Vegetables,Fresh Fruits,Fresho,35.0,43.75,"Kiwi, Melon, Citrus Fruit",3.0,"Fresho striped muskmelons have a distinct external skin that is smooth, with green ribbing on pistachio-grey colored surface. Their flesh is orange coloured, sweet with a floral aroma. Fresho muskmelons are directly procured from our farmers.
 Do not forget to check our delicious fruit recipe - https://www.bigbasket.com/cookbook/recipes/1817/cantaloupe-juice-muskmelon-juice/",35.0,35.0,20.0
8625,Coccinia - Organically Grown,Fruits & Vegetables,Fresh Vegetables,Fresho,15.0,16.25,Organic Vegetables,3.0,"Fresho Organic products are organically grown and handpicked by expert.  Product image shown is for representation purpose only, the actually product may vary based on season, produce & availability.",13.0,15.0,7.6923076923076925
