index,product,category,sub_category,brand,sale_price,market_price,type,rating,description,rating_clean
4644,Coffee - Grand,Beverages,Coffee,Tata Coffee,49.2,60.0,Instant Coffee,4.3,"Tata Coffee Grand which delivers an intensely rich, fresh and aromatic taste of the coffee. Get a fresh start to your mornings with a sip of your favourite coffee and be ready for an adventurous ride all day long. It is made with finest quality coffee beans that are roasted and processed to perfection. This coffee is revitalizing and gives you an instant boost of energy. Get the full taste and delight in every sip. This coffee mix is an excellent way to kick start the day. It is easy to make without any hassle. Perfect for everyday use as a part of your balanced lifestyle. It does not contain any added preservatives, colour or artificial flavours.",4.3
4724,Black Tea - Indian Masala/Chai,Beverages,Tea,Octavius,275.0,275.0,Leaf & Dust Tea,,"An age old classic, the Indian Masala tea from Octavius, is a unique and indigenous concoction. A blend of the finest picks of strong Black leaf tea and fresh and aromatic Indian spices like clove, ginger, black pepper and cardamom. Best Enjoyed with milk and without milk.",
4744,Fruit Power - Mixed Fruits,Beverages,Fruit Juices & Drinks,Real,171.0,220.0,Juices,,"Real Power Mixed fruit, is a great blend that brings together the best qualities of different fruits while retaining a unique taste of its own.",
4747,Tea - Strong,Beverages,Tea,Tata Tea Kanan Devan,272.7,303.0,Leaf & Dust Tea,4.2,Tata Tea Kanan Devan offers a strong cup of tea.,4.2
4809,Nilgiris Green Tea - Anicca Chamomile,Beverages,Tea,Teamonk,450.0,750.0,Tea Bags,5.0,"We don't know what we love more - the deliciously sweet floral aroma and spellbinding taste of this tea, or the calm we experience after the cup of Anicca Chamomile Green Tea. A cup of this tea before bed not only relaxes you but also calms your senses. Brew a cup, and pamper yourself with tranquility!",5.0
4850,Nilgiris Green Tea - Anicca Chamomile,Beverages,Tea,Teamonk,280.0,400.0,Green Tea,3.8,"The true thing about permanence is its impermanence. Except for our Anicca Chamomile Green Tea, whose taste and aroma, remain perpetual, no matter what. Tender leaves and buds, handpicked by nimble experienced fingers from selected bushes of the estate in Nilgiris, undergo a unique process of roasting and drying that is specially employed to craft this semi-fermented tea. They are then mixed with chamomile flowers where they impart their fragrance to green tea leaves.",3.8
4886,"Nutrition Drink - Health, Energy & Sports",Beverages,"Health Drink, Supplement",Boost,234.0,247.0,Kids (5+Yrs),4.3,"Nourishing beverage that helps build stamina. Boost has nutrients which help in maintenance of optimal bone & muscle strength. Boost is enriched with Envita Nutrients (Iron, Vitamin A, C, Folic Acid, B12 and B6) that help transport oxygen more effectively in the body.",4.3
4916,Ginger Mulethi Lemon,Beverages,Tea,Eco Valley ,148.75,175.0,Leaf & Dust Tea,4.4,"Certified organic, staple-free tea bags, zero Calories. Tea is one of the best ways to stay fresh and stay up. Tea is not just a beverage but a health drink and regular consumption of tea in moderation will only add to the years of life and longevity. Something interesting is always cooking at Weikfield and what better than having our range of teas.",4.4
4939,Packaged Drinking Water,Beverages,Water,Bindu,17.0,20.0,Packaged Water,,BINDU Packaged Drinking Water 1 L,
5004,"Green Tea - Mint, Whole Leaf",Beverages,Tea,Octavius,320.0,320.0,Green Tea,,"Wake up with the refreshing taste of Octavius Green Tea with Mint. A blend that combines all natural Green Tea infused with herbal tones and fragrant bouquets, for a truly delicious beverage. The refreshing flavour of the cooling mint herb provides an invigorating taste for the delicate flavour of green tea, that is uniquely different and delicious. Your body will love you for it.",
5071,"Nutrition Drink - Health, Energy & Sports",Beverages,"Health Drink, Supplement",Boost,306.0,351.0,Kids (5+Yrs),4.2,"Nourishing beverage that helps build stamina. Boost has nutrients which help in maintenance of optimal bone & muscle strength. Boost is enriched with Envita Nutrients (Iron, Vitamin A, C, Folic Acid, B12 and B6) that help transport oxygen more effectively in the body.",4.2
5139,Dust Tea,Beverages,Tea,3 Roses,350.0,350.0,Leaf & Dust Tea,4.2,"Since 1869, Brooke Bond has brought you the perfect tasting tea experience with the best-chosen leaves from Assam. Brooke Bond has launched 3 Roses, one of Indias most preferred tea brand today. Brooke Bond 3 Roses since then has changed the way people drink tea.• In an earlier time, tea was consumed for refreshment or just as a habit. Brooke Bond 3 Roses introduced Indias Tea as the most favourite hot beverage promising you - A Perfect cup of tea. Brooke Bond 3 Roses talented expertise gives you rich colour, irresistible taste and correct strength by perfectly blending three different tea leaves. When the three come together it is just perfect! It is so tasty that one cup of tea will never be enough because it has perfect Colour Taste and Strength.• The Perfect Brew for Healthy and Playful MischiefA cup of Brooke Bond 3 Roses Tea is not just tasty but also healthy. Every cup of 3 Roses Tea contains special tea Leaves with natural flavonoids that help improve blood circulation which is good for your family's health. These healthy flavonoids give 3 roses tea its perfect colour taste and strength. It's full of health and full of life. Its unmatched taste ignites playful mischief in the relationship. Healthier brew with Refreshing taste. It is an irresistibly good relationship brew!",4.2
5167,Organic Classic Peach Ice Tea,Beverages,Fruit Juices & Drinks,Brewhouse Tea Brewing Co.,54.0,60.0,Juices,4.4,"BrewHouse Tea Brewing Co is on a mission to bring real brewed organic ice tea to those who have a passion for tea. Our Ice Teas are Brewed By Humans, Not By Machines! As a result, the flavours and goodness of our whole leaf teas, straight from the hills of the Nilgiri and Assam, are preserved for all those tea lovers in India. Organic whole leaf tea combined with the natural sweetness of peach creates a refreshing beverage that works for every meal and every occasion. This BrewHouse best seller is the right way to quench your thirst for something sweet & refreshing.",4.4
5198,Instant Coffee - Gold,Beverages,Coffee,Bru ,232.0,290.0,Instant Coffee,4.3,Bru Gold Instant Coffee brings to you the authentic taste of coffee in its purest form. It is 100% pure granulated coffee from South Indian plantations with the perfect blend of high-quality Arabica and Robusta coffee beans. The coffee is finely sorted and roasted to perfection it delivers a mix that retains its qualities for a long time. This smooth coffee mix is an excellent way to kick start the day. Now savour the authentic flavour in every sip with this pure coffee. It is easy to make without any hassle.,4.3
5205,Herbal Tea - Organic Turmeric Chamomile,Beverages,Tea,VAHDAM,199.0,199.0,Tea Bags,4.4,"Step into an oasis of calm with our piquant Turmeric Chamomile Herbal Tea Tisane, a vibrant and invigorating medley of premium quality sun-dried Indian Turmeric, fresh Chamomile flowers, and Ashwagandha; all of which have powerful proven adaptogenic benefits. The dry herbal mix is redolent of heady earthy, woody and flowery aromas of the ingredients. The bright yellow liquor is medium-bodied and has top soft flowery and herbal notes of Chamomile in the attack, followed immediately by earthy sweet notes of Ashwagandha which blend perfectly with the earthy spiced flavours of turmeric, essentially toning down the bitterness. The finish is redolent of soft spiced notes of black pepper. A perfect antidote to a stressful day, this blend promotes calm, strengthens natural immunity, and helps improve sleep.",4.4
5295,Drinking Water With Added Minerals,Beverages,Water,Kinley,9.0,10.0,Packaged Water,4.1,"When it comes to safety and assurance of quality, Kinley water bottle is the go-to choice. Promising the assurance of clean and safe drinking water, Kinley mineral water has been a trusted choice for Indians since 2000.
This Coca-Cola product goes through an intensive 10 Step filtration method before reaching you. The consistency and purity of Kinley's distilled water is maintained using processes including disinfection, micron filtration, Reverse Osmosis, and mineral dozing besides other rigorous filtration procedures. Also containing added minerals, Kinley can be always trusted on.",4.1
5337,Organics Premium Black Tea,Beverages,Tea,18 Herbs,160.0,160.0,Leaf & Dust Tea,3.0,"18 Herbs Organic's Premium Black Tea is a refreshing flavour of and it is Rainforest Alliance certified. Rich in antioxidants, it reduces the risk of many diseases.It has a strong flavour that makes you refresh instantly. This tea also improves alertness and focus.",3.0
5385,Juice - Mixed Fruit & Dry Fruits,Beverages,Fruit Juices & Drinks,B Natural,20.0,20.0,Juices,,"B Natural Mixed Fruit & Dry Fruits juice is an absolute winter delight, filled with the richness of dry fruits and the nutrition of fresh fruits. It contains no synthetic colours, artificial flavours, or preservatives, making it a delicious, nutrient packed drink to relish guilt free, whenever desired.",
5447,Soft Drink,Beverages,Energy & Soft Drinks,Mirinda,64.03,90.0,Cold Drinks,4.2,"Mirindas great orangey taste and sparkling bubbles encourage you to be carefree, spontaneous and playful!With no artificial flavor, a sip of Mirinda, with its bold taste, will switch on the Pagalpanti in you!",4.2
5462,Hazelnut Flavoured Syrup,Beverages,Fruit Juices & Drinks,DaVinci Gourmet,645.0,645.0,Syrups & Concentrates,3.0,"This can be used to make hazelnut cold coffee and also can be used to flavour your hot coffee. At DaVinci Gourmet we drive beverage innovation through the Art and Craft of Beverage making, ingrained in the Science of ingredients and technology. We believe that every individual is unique and deserve the best to Be Your Own Artist. Our aim for this store is to curate the best tools and equipment for you to hone your craft and create the world-class beverage experiences for your café, bar or restaurant. You are the Artist, We are your Palette.",3.0
5469,Fruit Drink - Pulpy Orange,Beverages,Fruit Juices & Drinks,Minute Maid ,67.32,75.0,Juices,,"Minute Maid Pulpy Orange is a blend that starts with the goodness of orange pulp in every gulp for delicious taste of Orange and a blast of real pulp! This fruit drink provides a refreshing taste of juice to quench thirst and delights the taste buds, while the pulp that can be chewed to relish a fruit-eating experience. The tangy taste of orange will surely please your tastebuds. Enjoyed by every age. 
Minute Maid has been served with love for generations and is now one of the world’s largest juice drink brands. It believes that when you put good in, you get good out, with juice and with people. With Minute Maid, goodness comes in over 10 different varieties of ready-to-drink fruit drinks that can be shared with the whole family.",
5474,Green Tea,Beverages,Tea,My Sip,50.0,50.0,Green Tea,,Green Tea is a drink made from the steamed and dried leaves of the Camelia Sinesis plant. • It lowers Blood Cholesterol.• It is very useful in controlling Gastritis.• It helps in suppressing down the process of Ageing.• It helps in controlling Diabetes by lowering blood sugar level.• It helps in preventing skin diseases.• It helps in removing Excess Fats.• It controls the Excessive Hair Falls.• It is very much helpful in stopping Cavities.• It enhances Memory and Concentration.,
5494,Organic Sweet Himalayan Long Leaf Green Tea,Beverages,Tea,VAHDAM,157.5,225.0,Leaf & Dust Tea,4.6,"A luscious blend of pure Himalayan Green Tea sourced from high altitude gardens, with a savoury assortment of fresh, aromatic Indian spices like natural turmeric, Indian ginseng, cardamom, asparagus, and the sweet uplifting notes of stevia. Truly satiate your senses and detox your body, mind, and soul with this unique blend, courtesy of our master blenders. It can be brewed hot and also, like ice tea.",4.6
5513,Green Tea - Pure Green,Beverages,Tea,Eco Valley ,350.0,350.0,Leaf & Dust Tea,,Organic Green Tea,
5557,Organics Hibiscus Tea,Beverages,Tea,18 Herbs,400.0,400.0,Leaf & Dust Tea,4.2,"Hibiscus is caffeine-free rich in vitamin A & C and with substantial quantities of flavonoids & proanthocyanidins, act as a good anti-oxidant, it helps control cholesterol and thereby reduce the risk of heart disease. The antioxidants, such as flavonoids, polyphenolics & anthocyanins, contained in hibiscus play a large role in preventing the oxidation of LDL cholesterol (the bad cholesterol) & successfully lowers the blood cholesterol level.",4.2
5562,Lemon Zest Green Tea Bags,Beverages,Tea,Lipton ,132.0,165.0,Green Tea,4.3,"It’s not just a cup of tea, its therapy - One Sip at a Time. Lipton Green Tea is not just a regular cup of chai, we believe it’s a therapy for your body. Wake up to a morning cup of hot Lipton green tea and feel how it leaves you feeling light and active. Awaken your senses - one sip at a time. Buy Now! Magic of Green Tea Green tea is produced when freshly plucked leaves are heated, rolled/cut and then dried. The catechins in the fresh leaves are preserved during the green tea process, making green tea rich in catechins. Also, green tea is typically drunk without milk and sugar and hence gives zero calories as compared to the ordinary chai made with milk and sugar. Available in a range of flavours, Lipton offers a range of different flavours to ensure that you are offered variety and enjoyment while drinking tea. Lipton flavours some of its teas with added natural flavours and no artificial flavours are used. You may try Lipton Green tea in Pure & Light (unflavored), Tulsi Natura, Honey & Lemon and Lemon Zest flavours as well, available in pack sizes of 10s and 25s Teabags. Next best to water brewed, unsweetened Lipton Green Tea being 99.5% water is a great way to meet your daily required fluid intake. Staying hydrated is essential to ensure bodily functions are carried out efficiently.",4.3
5576,Jaljeera Refreshing Summer Drink,Beverages,Fruit Juices & Drinks,Paper Boat,122.4,180.0,Juices,,"A hot summer day is magnified tenfold in India. The sun, once a trusted ally, is now a vengeful god charring its antlike populace. Don’t worry he’ll calm down in a while. But till he does, what respite does a mortal have against the might of distant nuclear fusion of a main-sequence star that constantly turns hydrogen into helium? (What? We paid attention in school.) 
 The answer descends from the heavens in the form of the beloved Jaljeera!",
5647,Darjeeling Summer Long Leaf Black Tea - Pyramid Bags,Beverages,Tea,VAHDAM,175.0,250.0,Leaf & Dust Tea,4.6,"Darjeeling is the worlds most celebrated tea growing region, which is popularly known as the Champagne of Tea. However, 5 times Darjeeling tea is sold across the world than it is actually produced in the select 87 tea estates in the north-eastern state of West Bengal in India. Implying that most of the Darjeeling Tea available across the world is impure and blended with cheaper tea from other regions. All Vahdam Darjeeling tea are procured directly from the plantations at the source and certified to be 100% pure by the Tea Board of India under the specific CTM License. It can be brewed hot and also, like ice tea.",4.6
5685,Imperial Himalayan Long Leaf White Tea - Pyramid Bags,Beverages,Tea,VAHDAM,416.5,595.0,Leaf & Dust Tea,4.6,"A treasured autumnal White tea blend comprising of unique harvests sourced from the ethereal foothills of the Himalayas. Our master blenders have taken great pains to curate this artisanal blend with fresh, light-oxidised white tea procured from high elevation tea estates. Discover a bright golden liquor that is blessed with mellow, sweet flavours and a long sensational finish. Truly unique and sumptuous. It can be brewed hot and also, like ice tea.",4.6
5692,"Coffee - Blended Beans, Espresso Bold Roasted",Beverages,Coffee,Sidapur,600.0,600.0,Ground Coffee,3.7,"Sidapur - Espresso Bold is a select blend of the finest Arabicas with just a touch of the best Robustas, chosen from the House of Ramapuram's family estates in Coorg and other plantations in the region. Roasted and blended to bring out an intense aroma and a thick reddish brown crema,Sidapur - Espresso Bold produces a fine & full-bodied brew with balanced acidity, bitterness and sweetness of coffee, with notes of chocolate..",3.7
5697,"Aloevera & Wheatgrass Juice - Supports Detoxification, Digestion & Immunity",Beverages,Fruit Juices & Drinks,Dr. Vaidya's,450.0,450.0,Juices,,"Dr Vaidya’s Aloe Vera and Wheatgrass Juice is a refreshing herbal beverage that gives you the goodness of both aloe vera and wheatgrass. Aloe and wheatgrass work together to support cleansing or detoxification of the body, healthy digestion, and immunity. Wheatgrass is a plant powerhouse of vitamins A, C and E, as well as iron, magnesium, calcium and amino acids. Along with Aloe Vera, it makes for a soothing drink to be added to your morning diet. The effective combination of Aloe vera and Wheatgrass has a multitude of benefits. The most popular would be the use of aloe wheatgrass juice for detoxification as it is known to have a cleansing and purifying effect on the body. Alprogen in aloe and chlorophyll from wheatgrass is known to have a positive influence on immune and inflammatory measures, which is why the use of wheatgrass and aloe vera juice for immunity is highly recommended. In addition to the digestive, detox, and immunity-boosting aloe vera wheatgrass juice benefits, these herbs are also known to support skin health, lipid regulation, and blood glucose control, while protecting against oxidative damage. Dr Vaidya’s Aloe Vera and Wheatgrass Juice is ethically sourced and only uses aloe gel from premium-quality aloe produced in Rajasthan and wheatgrass from freshly sprouted leaves. In keeping with our rich Ayurvedic tradition, the Aloe Vera and Wheatgrass Juice is made exclusively with natural ingredients and does not contain any added sugar or artificial colours.",
5704,Native Haat - Shikanji,Beverages,Fruit Juices & Drinks,Rasna,180.0,180.0,Syrups & Concentrates,3.9,Instant Shikanji drink concentrate mix. No need to add sugar. It has no chemicals. It is all natural. Can be made in just 5 seconds. It helps energize the body. Maintains water balance in the body. Helps healthy functioning of immune system. Fortified with 21 vitamins minerals glucose.,3.9
5728,Freshly Roasted & Ground Filter Coffee Powder,Beverages,Coffee,Blv Fine Blend,279.0,279.0,Ground Coffee,4.5,"100% pure premium coffee powder. Roasted, ground & packed in a degassing eco-friendly coffee pouch to retain the freshness & aroma longer. Only A graded beans are selected for this blend and it is extremely well-balanced in flavour, with an excellent body and a nice medium acidity. This is not instant coffee. Recommended & perfect for south Indian filter coffee, black coffee, cold brew, espresso machine or other powdered coffee technique. Has no added sugar or preservatives. Store the coffee powder in an airtight container in a dry, cool & dark place to retain the freshness & aroma for a longer time.",4.5
5738,Green Tea - Organic Earl Grey Citrus Long Leaf,Beverages,Tea,VAHDAM,200.0,200.0,Tea Bags,4.4,"Our take of the original English cuppa with a blend of the best green teas sourced from the divine region of Darjeeling. Our Earl Grey Green tea brings together a mix of exquisite, mellow green teas with the joyous, uplifting notes of natural bergamot oil, a marvelous concoction! Discover a smooth golden liquor with the soothing notes of zesty lime and orange, and the signature undertones of fresh greens. The whole experience is enlivened by the sweet and appetizing finish!",4.4
5773,Infusion Tea - Lemon & Ginger,Beverages,Tea,Twinings,320.0,320.0,Exotic & Flavoured Tea,2.0,"To create this sunny and invigorating infusion, we have blended two of the world's best-loved ingredients; spicy, warming ginger with the bright, zesty taste of lemons. All our herbs are gently steamed to protect their delicate taste.
A Warming Blend: To create this sunny and invigorating infusion, we have blended two of the world's best-loved ingredients; spicy, warming ginger with the bright, zesty taste of lemons. You can drink it at any time of the day.",2.0
5784,Fruit Juice - Orange Delight,Beverages,Fruit Juices & Drinks,Tropicana,180.4,220.0,Juices,,"Enjoy the refreshing and delicious taste of oranges with this Orange Delight by Tropicana. Its special 6-layer protection gives you the goodness of this tasty, ready-to-serve fruit beverage in every glass of Tropicana.Did You Know? Oranges are also known as Tangerines and Mandarins, this tasty citrus fruit is a great refresher.",
5813,Pomegranate 100% Fruit Juice - No Added Sugar,Beverages,Fruit Juices & Drinks,Storia,32.55,35.0,Juices,,"Pamper your taste buds with the mouth-watering flavour of pomegranate. This super fruit is rich in antioxidants and improves health and energy. This will make you feel refreshed and rejuvenated as well. Take a sip, experience a burst of goodness and let the flavours cleanse mind, body and soul. Go on, get hold of one today!",
5866,"Aam Salaam Iced Tea With Mango, Mint & Cumin",Beverages,Energy & Soft Drinks,Karma Kettle,300.0,300.0,"Icetea, Non Aerated Drink",,"Aam Salaam is a refreshing take on the traditional Indian drink - Aam Panna.  Bursting with flavours of juicy ripe yellow mango, it has the slightly sour tang of green mango. Will leave your taste buds tantalized!

This tea is best enjoyed in hot sunny afternoons and drunk after meals
Best enjoyed without milk but you may add a teaspoon of Jaggery powder.

Brewing Tips for Iced Tea:Steep the tea bag in boiled water for at least 5 minutes before pouring into a cocktail shaker, add at least 4-5 ice cubes and shake well, pour out to enjoy. For a stronger brew use 2 tea bags to one cup.
Brewing Tips for Cold Brew:Steep the teabag in room temperature water for 2 hours. Transfer teabag and brew to the refrigerator to infuse for at least 4-6 hours. Pour into a tall glass and enjoy your low caffeine cold brew tea!
Aam Salaam has the heady aroma of mangoes. This flavor profile continues in the tasting notes too- juicy mangoes with a hint of raw mango and cumin add a tantalizing sharpness to this refreshing iced tea that will tease your taste buds.",
5938,Green Tea - Japanese Moringa Matcha Powder,Beverages,Tea,VAHDAM,349.3,499.0,Green Tea,4.1,"Our Moringa Matcha Green Tea bears an uplifting and vibrant light green color with a strong earthy and fresh herbaceous aroma. On brewing the matcha, the tea dons a beautiful dark-green color with the pleasant and revitalizing aroma of fresh-cut grass. The liquor is full-bodied and has a well-rounded flavor profile. The brew starts off with the quintessentially uplifting fresh vegetal notes of Japanese Matcha which are further amplified by the robust and distinctive leafy notes of Moringa in the middle. The tea bears a smooth and creamy finish, which awards the tea an overall appetizing character.",4.1
5973,Soft Drink - Original Taste,Beverages,Energy & Soft Drinks,Coca-Cola,65.0,65.0,Cold Drinks,4.4,"It's delicious, uplifting and refreshing since 1886. Best known soft drink in the world, in India, Coca-Cola was the leading cola drink till 1977 and then it made a comeback in 1993. Coca-Cola has a taste that refreshes, for a rewardingly uplifting experience.
While there's no one quite like you, there's a Coca-Cola for your uniqueness and style. Whether it be a Party Coca-Cola bottle, or a mini, or an ice-cold Diet Coke, or a Coca-Cola Zero sugar in a can, there's a refreshing way to enjoy your own!
With Coca-Cola, try the Original Cola Refreshment that brings enjoyment and positivity with every sip.",4.4
6020,Native Haat - Aam Panna,Beverages,Fruit Juices & Drinks,Rasna,180.0,180.0,Syrups & Concentrates,4.0,Instant Aampanna drink concentrate mix. No need to add sugar. It has no chemicals. It is all natural. Can be made in just 5 seconds. It helps energize the body. Maintains water balance in the body. Helps healthy functioning of immune system. Fortified with 21 vitamins minerals glucose.,4.0
6021,Green Tea - Tulsi,Beverages,Tea,Typhoo,189.0,210.0,Green Tea,4.3,"Sip wellness in a cup with Typhoo Green Tea. A warm blend of traditional healing herb tulsi and finest green tea helps to relax and heal for a new day. The holy basil, tulsi-enriched green tea is an all-day elixir.Start your day in a healthy way with a cup of goodness.",4.3
6052,Sparky Orange Flavour - Premium Arabica Instant Coffee,Beverages,Coffee,Rage Coffee,349.0,349.0,Instant Coffee,4.5,"Turbocharge your day with Rage Coffee! The only instant coffee you’ll fall in love with instantly 100% natural plant-based vitamins blend 100% Arabica beans Proprietary small-batch crystallisation technology. Keeps you fuelled all day long enhanced athletic performance, heightened cognitive function & a sustained burst of energy.
Our beans are carefully selected & expertly roasted and crystallized to give you that caffeine kick, bold taste and great aroma that thousands of people have come to love! Why we created Rage Coffee? We love coffee and we were looking for a more intense kick without doing all the hard work of brewing that perfect cup and without a lot of caffeine. We spent over 6 months and developed 85 (maybe more) prototypes to hit the perfect formulation. We combined some of the most potent natural vitamins and herbal extracts, with the highest quality coffee beans are grown in Ethiopia to create the best coffee stack available on the market! The functioning of the brain is mainly dependant on the electrical activities that occur within the brain cells. Rage Coffee promotes healthy electrical activity in the brain, thereby leading to a well-coordinated brain function.
All-natural plant-based! Know the Science behind Rage Coffee Our proprietary formulation and small-batch crystallisation yields a bold coffee that is ready to help you seize the day. Rage Coffee’s blend of supplements sourced from plant extracts and natural compounds have been scientifically formulated to work synergistically with caffeine. It contains only the best ingredients that have undergone years of clinical studies.",4.5
6078,Deccan Gold - Premium Dust Tea,Beverages,Tea,PRISTINE,80.0,80.0,Leaf & Dust Tea,2.4,Pristine Deccan Gold Premium Dust tea has a strong fragrant and is comforting. Teas selected from across India come together like old friends at a reunion that evokes camaraderie and warmth. Now breathe in the aroma of Organic tea with Pristine.,2.4
6100,Apple Fruit Juice,Beverages,Fruit Juices & Drinks,Paper Boat,220.0,220.0,Juices,,"‘An apple a day keeps the doctor away’ might just be the main mantra of the Indian parent’s handbook, no? Which kid wasn’t raised with sermons on how one must eat apples for health? It’s a good thing that this biblical fruit is juicy, tasty and fulfilling or else we’d really have a bone to pick with our parents. Growing up we had a family joke, that no matter what time of the day you tell mom you’re hungry she has a standard response, ‘apple khaa lo’. In fact we reached a point where we would ask her just for this automated response and then giggle away to glory. In our household, apples were not just the breakfast fruit, however, because we made warm apple pies and trifle pudding with apple pieces regularly. The unsung hero of fruits, it truly was versatile and is the family’s go-to snack option to this day!",
6175,"A+ Nutritional Milk Powder Health Drink for Children (3+ years), Vanilla",Beverages,"Health Drink, Supplement",Enfagrow,675.0,675.0,Children (2-5 Yrs),,"Enfagrow is the World's #1 children's nutrition brand globally, based on consumer value sales (fixed rate sterling) for the year to Jan 2019 in following countries- Argentina, Brazil, Canada, China, Columbia, France, Hong Kong, Malaysia, Mexico, Peru, Philippines, Poland, Singapore, Spain, Thailand, UK, USA, Vietnam. It is developed by Mead Johnson Nutrition, the global #1 in child nutrition with over 100 years of scientific research & experience.",
6183,0.0 Non Alcoholic Beer,Beverages,Energy & Soft Drinks,Heineken,56.25,75.0,Non Alcoholic Drinks,4.2,"Heineken 0.0 is an alcohol-free beer with the refreshing and fruity notes from Heinekens unique yeast, combined with a soft malty body, resulting into brewing a great tasting 0.0% alcohol lager beer. Master brewers started from zero and spent years exploring, brewing and tasting before they finally created a recipe defined by its refreshing fruity notes and soft malty body - perfectly balanced. One that deserves the Heineken mark. Off-course with the uncompromising Heineken characteristics since 1873.",4.2
6186,Kashmiri Kawah Tea,Beverages,Tea,Kapiva Ayurveda,450.0,450.0,Exotic & Flavoured Tea,3.2,"Kashmiri Kawah tea is an incredible combination of delicious taste and aroma. Packed with many health benefits, these green tea bags resonate the power of Indian spices. Kashmiri Kawah is distinguished as an integral part of Kashmir’s heritage. Because of the presence of saffron, this stress releasing tea serves as a warming drink and helps the local Kashmiris withstand the harsh winters. Kashmiri Kahwa tea is loaded with health benefits. It helps to purify the digestive system and enhances digestion. It is also famous for easing stomach related issues. It helps to prevent the deposition of cholesterol in blood vessels and aids in reducing the risk of heart diseases while burning fat. Being rich in antioxidants, Kashmiri Kawah tea helps to make you stress-free and reduces anxiety levels by neutralizing the negative effects of stress-induced toxins in the body.Kapiva Kashmiri Kawah Green Tea combines two rich legacies of India. The base tea leaves have been sourced from selected estates of Darjeeling tea. This is then combined with Kashmiri tradition so that you can easily relish a perfect cuppa. The Kawah is made by boiling almonds with saffron strands, cinnamon bark and cardamom pods. Occasionally Kashmiri roses are added to provide an extra zing to its exotic aroma. Generally, it's served with sugar or honey, and crushed almonds or walnuts. For ease of use, Kapiva Kashmiri Kawah Green Tea is in the form of teabags. Conveniently packed and easy to prepare, you can enjoy this hot comforting beverage that hails from the beautiful valley of Kashmir, in just minutes.",3.2
6222,Assam Tea - Classic,Beverages,Tea,Typhoo,81.0,90.0,Tea Bags,4.0,"Typhoo Classic Assam Tea carries together the rare mixture of strength and modification. Exclusive from its very own tea gardens, the main quality of its leaves sets and to keep freshness. Unrivalled standard. Rich in antioxidants",4.0
6230,"Green Tea Immune With Added Vitamin C - Ginger, Mint & Lemon",Beverages,Tea,Tetley,55.25,65.0,Green Tea,4.4,"Tetley Green Tea is undoubtedly an excellent source of anti-oxidants. All the goodness now comes with immunity power of added Vitamin C with new Tetley Green Tea Immune Range. While anti-oxidants help cleanse your body from within, Vitamin C helps support your bodys immune system. This green tea with no calories provides many more benefits like boosting fat metabolism, helping to stay hydrated and helping to feel light and active. Driven by sustainability, these green tea bags are 100% plastic-free and staple-free. The flavoured variants contain 100% natural flavours. # A cup of green tea contains as much as 5 times (5X) the anti-oxidants in an apple. (â€˜USDA Database for the Flavonoid Content of Selected Foodsâ€™, Rel 3.3 March 2018)",4.4
6237,Soft  Drink,Beverages,Energy & Soft Drinks,Thums Up,20.0,20.0,Cold Drinks,4.1,"Stylish and power-packed, if you've tasted the thunder, you would surely have it no other way. If you haven't yet, you can too ride the epic wave of excitement and adventure with your own Thums Up thunder in a can. The strong taste of Thums Up drink is perfect for when you really want to taste the thunder and bring out the toofani side of yours.
Unleash the thunder when you’re on the go with a can of toofani in your hand. Whether you’re grabbing a bite or in need of a strong cold drink as you travel, this strong cola is sure to refuel you on almost any mundane day. Thumbs Up is among the largest selling soft drinks in the country and has been a favourite among the adventure-inclined youngsters for several decades.",4.1
6248,Chakra Gold Elaichi Tea,Beverages,Tea,Tata Tea,180.0,180.0,Leaf & Dust Tea,4.2,"A blend that combines the unique flavour notes of real Elaichi with a rich strong taste of Assam teas.Tata Tea Chakra Gold is one of the most premium mass offerings from Tata Teas. It is the second largest tea brand in South India launched in 1985 as Chakra Premium Dust Tea, the brand was renamed Chakra Gold in 1989 and has a heritage of about 30 years. Selected and blended by Tata Tea experts, its uniqueness lies in the superior balance of premium Assam teas, known for their strong and lingering taste. This differentiated offering is a hallmark of premium quality teas in the country.",4.2
6253,"Coffee - Premix, Instant",Beverages,Coffee,Narasus,10.0,10.0,Instant Coffee,4.0,Narasus Instant Coffee Pre-Mix is made from finest ingredients and hygienically produced. It offers rich flavor and energizing aroma that will leave you with an exclusive & delightful experience.,4.0
6263,Green Tea - Organic Honey Lemon Long Leaf,Beverages,Tea,VAHDAM,225.0,225.0,Tea Bags,5.0,"A classic beloved green tea blend that offers a delicious yet efficient detox as well. High-grown Himalayan green tea is blended with lemon, honey, chamomile and stevia in this zesty and soothing tea. The bright liquor starts off with the sweet notes of honey in the attack with citrusy undertones of lemon. The middle is marked with subtle sweet floral notes of chamomile. The liquor finishes on a luscious sweet note.",5.0
6272,3-In-1 Coffee,Beverages,Coffee,Blendy,100.0,100.0,Instant Coffee,2.5,"Blendy Instant Coffee has a fresh aroma and rich taste. Because it melts in cold water and milk, it is also ideal for ice coffee and ice cafe au lait as well as hot.",2.5
